"Biomi %Alta","Biomi %Bassa","Fazioni","Grado Sfida","Link 5et","Nome","Tag","Tipo","Descrizione"
"Foresta","","","2.0","https://5e.tools/bestiary.html#ettercap_mm","Ettercap","Ragno","Mostruosità",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Deserto","","","3.0","https://5e.tools/bestiary.html#phase%20spider_mm","Phase Spider","Ragno","Mostruosità",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Artico","","","5.0","https://5e.tools/bestiary.html#young%20remorhaz_mm","Remorhaz Young","Endemico","Mostruosità",""
"","","","","","","Remorhaz","",""
"","","","","","","Interessante","",""
"Artico","","","11.0","https://5e.tools/bestiary.html#remorhaz_mm","Remorhaz","Endemico","Mostruosità",""
"","","","","","","Remorhaz","",""
"","","","","","","Interessante","",""
"Deserto","","","11.0","https://5e.tools/bestiary.html#gynosphinx_mm","Ginosfinge","Non Violento","Mostruosità",""
"Montagna","","","","","","","",""
"","","","","","","Sfinge","",""
"","","","","","","Interessante","",""
"Deserto","","","17.0","https://5e.tools/bestiary.html#androsphinx_mm","Androsfinge","Non Violento","Mostruosità",""
"Montagna","","","","","","","",""
"","","","","","","Sfinge","",""
"","","","","","","Interessante","",""
"Foresta","Prateria","Shadar-Kai","2.0","https://5e.tools/bestiary.html#shadow%20mastiff_vgm","Shadow Mastiff","Cane","Mostruosità",""
"Collina","","","","","","","",""
"Palude","","","","","","","",""
"Shadowfell","","","","","","","",""
"","","","","","","Shadar-Kai","",""
"","","","","","","Endemico","",""
"","","","","","","Servitore","",""
"","","","","","","Bestiame","",""
"Foresta","","Shadar-Kai","3.0","https://5e.tools/bestiary.html#shadow%20mastiff%20alpha_mpmm","Shadow Mastiff Alpha","Cane","Mostruosità",""
"Collina","","","","","","","",""
"Palude","","","","","","","",""
"Shadowfell","","","","","","","",""
"","","","","","","Shadar-Kai","",""
"","","","","","","Endemico","",""
"","","","","","","Bestiame","",""
"Shadowfell","","Sorrowsworn","0.25","https://5e.tools/bestiary.html#wretched%20sorrowsworn_mpmm","Sorrowsworn, Wretched","Endemico","Mostruosità",""
"","","","","","","Sorrowsworn","",""
"","","","","","","Sconosciuto","",""
"Shadowfell","","Sorrowsworn","7.0","https://5e.tools/bestiary.html#lost%20sorrowsworn_mpmm","Sorrowsworn, Lost","Endemico","Mostruosità",""
"","","","","","","Sorrowsworn","",""
"","","","","","","Sconosciuto","",""
"Shadowfell","","Sorrowsworn","9.0","https://5e.tools/bestiary.html#lonely%20sorrowsworn_mpmm","Sorrowsworn, Lonely","Endemico","Mostruosità",""
"","","","","","","Sorrowsworn","",""
"","","","","","","Sconosciuto","",""
"Shadowfell","","Sorrowsworn","11.0","https://5e.tools/bestiary.html#hungry%20sorrowsworn_mpmm","Sorrowsworn, Hungry","Endemico","Mostruosità",""
"","","","","","","Sorrowsworn","",""
"","","","","","","Sconosciuto","",""
"Shadowfell","","Sorrowsworn","13.0","https://5e.tools/bestiary.html#angry%20sorrowsworn_mpmm","Sorrowsworn, Angry","Endemico","Mostruosità",""
"","","","","","","Sorrowsworn","",""
"","","","","","","Sconosciuto","",""
"Underdark","","Duergar","0.25","https://5e.tools/bestiary.html#male%20steeder_mtf","Steeder Male","Insetto","Mostruosità",""
"","","","","","","Duergar","",""
"","","","","","","Steeder","",""
"","","","","","","Sconosciuto","",""
"","","","","","","Bestiame","",""
"Underdark","","Duergar","1.0","https://5e.tools/bestiary.html#female%20steeder_mtf","Steeder Female","Insetto","Mostruosità",""
"","","","","","","Duergar","",""
"","","","","","","Steeder","",""
"","","","","","","Sconosciuto","",""
"","","","","","","Bestiame","",""
"Astrale","","","21.0","https://5e.tools/bestiary.html#astral%20dreadnought_mtf","Astral Dreadnought","Endemico","Mostruosità",""
"","","","","","","Boss","",""
"","","","","","","Titano","",""
"","","","","","","Interessante","",""
"Acquatico","","","23.0","https://5e.tools/bestiary.html#kraken_mm","Kraken","Acqua","Mostruosità",""
"","","","","","","Endemico","",""
"","","","","","","Boss","",""
"","","","","","","Titano","",""
"","","","","","","Interessante","",""
"Foresta","","","30.0","https://5e.tools/bestiary.html#tarrasque_mm","Tarrasque","Terra","Mostruosità",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Urbano","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Boss","",""
"","","","","","","Titano","",""
"","","","","","","Interessante","",""
"Underdark","","","2.0","https://5e.tools/bestiary.html#carrion%20crawler_mm","Carrion Crawler","Endemico","Mostruosità",""
"Dungeon","","","","","","","",""
"","","","","","","Verme","",""
"Deserto","","","15.0","https://5e.tools/bestiary.html#purple%20worm_mm","Verme Porpureo","Endemico","Mostruosità",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Verme","",""
"","","","","","","Sconosciuto","",""
"Artico","","","3.0","https://5e.tools/bestiary.html#yeti_mm","Yeti","Endemico","Mostruosità",""
"","","","","","","Yeti","",""
"Artico","","","9.0","https://5e.tools/bestiary.html#abominable%20yeti_mm","Yeti Abominevole","Endemico","Mostruosità",""
"","","","","","","Yeti","",""
"Deserto","","Yuan-Ti","3.0","https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%203)_mm","Yuan-ti Malison 3","Yuan-Ti","Mostruosità","<br></p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","4.0","https://5e.tools/bestiary.html#yuan-ti%20mind%20whisperer_vgm","Yuan-ti Mind Whisperer","Yuan-Ti","Mostruosità","<p>I sussurri mentali sono incantatori yuan-ti malison che stipulano un patto con il dio serpente Sseth, la Morte Sibilante.&nbsp;Usano le loro capacità per convertire gli altri alla loro fede, aumentare il loro potere personale e confondere le menti dei loro nemici.</p><p>I sussurri mentali sono elusivi, manipolatori, imprevedibili e disposti a imbrogliare o uccidere allo stesso modo compagni e rivali se ciò li avvantaggia.&nbsp;Gli adoratori di Sseth hanno le mani in molti schemi, spesso facendo la via di mezzo tra due fazioni, e quindi spendono molte energie per assicurarsi che nessuno dei loro alleati venga a conoscenza delle loro connessioni contrastanti.&nbsp;Anche tra le comunità di adoratori di Sseth, i sussurri mentali sono noti per essere presuntuosi, subdoli e inclini a fuggire al primo segno di guai.<br></p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","4.0","https://5e.tools/bestiary.html#yuan-ti%20nightmare%20speaker_vgm","Yuan-ti Nightmare Speaker","Yuan-Ti","Mostruosità","<p>I Sussurri degli incubi sono Yuan-Ti Maledetti Sacerdoti del dio Dendar, il serpente notturno per nutrire la loro divinità con le paure e gli incubi delle loro vittime in cambio del potere nel mondo mortale.&nbsp;Questi sacerdoti ricevono visioni da incubo da Dendar che interpretano come profezie, e poi usano la loro magia e influenza per realizzare queste visioni. I Sussurratori di incubi si divertono a torturare gli altri, mantenendo le loro vittime in un costante stato di paura e terrore.&nbsp;Preferiscono terrorizzare piuttosto che uccidere i loro avversari.&nbsp;Manipolano le comunità allo scopo di acquisire più vittime e godersi la compagnia dei non morti.</p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","5.0","https://5e.tools/bestiary.html#yuan-ti%20pit%20master_vgm","Yuan-ti Pit Master","Yuan-Ti","Mostruosità","<p>Con i serpenti al posto delle braccia, Maestri del Pozzo sono Yuan-Ti Maledetti Sacerdoti del dio Merrshaulk e cercano di svegliarlo dal suo sonno sacrificandogli umanoidi.&nbsp;Sono gli yuan-ti più tradizionalisti e credono di essere meglio attrezzati per raggiungere gli obiettivi della loro gente.</p><p>I pit master sono profondamente coinvolti nel piano a lungo termine per conquistare i governi umanoidi, così come nello sforzo in corso per proteggere le loro città dalla scoperta o dagli attacchi dei nemici.&nbsp;Si oppongono al comportamento sconsiderato e sostengono un approccio lento e cauto in tutte le questioni.</p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","7.0","https://5e.tools/bestiary.html#yuan-ti%20abomination_mm","Yuan-Ti Abominio","Yuan-Ti","Mostruosità","<p>Serpenti mostruosi con torsi e braccia robusti umanoidi, abominazioni formano la casta più alta della società yuan-ti e assomigliano molto alla razza come la intendevano gli dèi serpente.&nbsp;Creano schemi elaborati ed eseguono riti oscuri nella speranza di governare un giorno il mondo.</p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","3.0","https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%201)_mm","Yuan-ti Malison 1","Yuan-Ti","Mostruosità","<p>Un malison è un'orrenda miscela di caratteristiche umane e serpentine.&nbsp;È noto che esistono 5 diversi tipi di malison e altri tipi sono possibili.&nbsp;I malison formano la casta media della società yuan-ti e cacciano con frecce con la punta del loro stesso veleno.&nbsp;Usano i loro poteri magici di suggestione per forzare la resa dei loro nemici.</p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","3.0","https://5e.tools/bestiary.html#yuan-ti%20malison%20(type%202)_mm","Yuan-ti Malison 2","Yuan-Ti","Mostruosità","<br></p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"Deserto","","Yuan-Ti","12.0","https://5e.tools/bestiary.html#yuan-ti%20anathema_vgm","Yuan-ti Anathema","Yuan-Ti","Mostruosità","<p>I malison Yuan-ti che diventano devoti sacerdotali di un dio particolare - che si tratti di Sseth, Dendar il serpente notturno o Merrshaulk - spesso salgono di grado per diventare leader spirituali tra il popolo dei serpenti.&nbsp;Questi sacerdoti compiono riti sacrificali per placare i loro dèi vili.&nbsp;</p><p><strong><em>Yuan-ti Anatema:&nbsp;</em></strong>La ricerca della divinità da parte di un abominio yuan-ti potrebbe portarlo a eseguire un rituale che, in caso di successo, lo trasforma in una forma ancora più grande: un anatema yuan-ti.&nbsp;Questo rituale richiede il sacrificio di centinaia di serpenti e richiede che l'abominio si bagni nel sangue dei suoi nemici.&nbsp;La trasformazione è rapida ma dolorosa.&nbsp;Non tutti gli yuan-ti sono ansiosi di vedere uno di loro diventare un anatema, poiché gli anatemi soggiogano brutalmente i loro inferiori per i loro stessi fini malvagi.</p><p><strong><em>Non proprio divino.:&nbsp;</em></strong>Un anatema si considera un semidio sulla via della divinità più grande.&nbsp;Richiede l'omaggio allo yuan-ti più debole e usa ogni risorsa a sua disposizione per lanciare guerre su piccola scala contro i suoi vicini.&nbsp;Ogni conquista porta nuovi schiavi e sacrifici, oltre a gloria e ricchezze, di cui l'anatema pensa di aver bisogno per raggiungere la vera divinità. I più fedeli seguaci di yuan-ti di un anatema lo vedono come l'apice della forma serpentina, un incredibile miglioramento rispetto all'abominio quasi perfetto.&nbsp;I suoi devoti seguaci umani la considerano ""carne divina in un corpo mortale"" e i Cultisti che servono un anatema tendono ad essere più assetati di sangue e sacrificarsi in sua presenza.</p><p><strong><em>Immortale:&nbsp;</em></strong>Gli anatemi non invecchiano, permettendo loro di perseguire i propri obiettivi fino alla fine dei giorni.&nbsp;Quelli veramente potenti possono crescere per governare più città yuan-ti e portare intere regioni, compresi i regni umanoidi, sotto il controllo yuan-ti.</p>"
"Foresta","","","","","","","",""
"Palude","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Sociale","",""
"","","","","","","Mutaforma","",""
"","","","","","","Boss","",""
"Prateria","","","0.5","https://5e.tools/bestiary.html#cockatrice_mm","Cockatrice","Endemico","Mostruosità",""
"","","","","","","Interessante","",""
"Underdark","","","0.5","https://5e.tools/bestiary.html#rust%20monster_mm","Rugginofago","Endemico","Mostruosità",""
"Dungeon","","","","","","","",""
"","","","","","","Interessante","",""
"Shadowfell","","","0.5","https://5e.tools/bestiary.html#skulk_mpmm","Skulk","Servitore","Mostruosità",""
"","","","","","","Sconosciuto","",""
"Deserto","","","1.0","https://5e.tools/bestiary.html#meazel_mpmm","Meazel","Sconosciuto","Mostruosità",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Palude","","","","","","","",""
"Shadowfell","","","","","","","",""
"Underdark","","","","","","","",""
"Urbano","","","","","","","",""
"Foresta","","","1.0","https://5e.tools/bestiary.html#harpy_mm","Arpia","Endemico","Mostruosità",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Coste","","","","","","","",""
"","","","","","","Interessante","",""
"Deserto","","","1.0","https://5e.tools/bestiary.html#death%20dog_mm","Cane della Morte","Cane","Mostruosità",""
"Foresta","","","","","","","",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Montagna","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Endemico","",""
"","","","","","","Interessante","",""
"Underdark","","","2.0","https://5e.tools/bestiary.html#mimic_mm","Mimic","Endemico","Mostruosità",""
"Dungeon","","","","","","","",""
"","","","","","","Mutaforma","",""
"","","","","","","Interessante","",""
"Foresta","","","2.0","https://5e.tools/bestiary.html#ankheg_mm","Ankheg","Endemico","Mostruosità",""
"Prateria","","","","","","","",""
"Collina","","","","","","","",""
"Underdark","","","","","","","",""
"Dungeon","","","","","","","",""
"","","","","","","Interessante","",""
"Underdark","","","3.0","https://5e.tools/bestiary.html#hook%20horror_mm","Hook Horror","Sconosciuto","Mostruosità",""
"Dungeon","","","","","","","",""
"","","","","","","Interessante","",""
"Deserto","","","3.0","https://5e.tools/bestiary.html#leucrotta_vgm","Leucrotta","Cane","Mostruosità","<p>Una Leucrotta è ciò che otterresti se prendessi la testa di un tasso gigante, il cervello di una persona a cui piace torturare e mangiare le persone, le gambe di un cervo e il corpo di una grande iena, li mettessi insieme e li rianimassi loro con icore demoniaco senza preoccuparsi di coprire il fetore della morte.</p><p><strong><em>Progenie di Yeenoghu.&nbsp;</em></strong>I primi Leucrotta nacquero insieme agli Gnoll durante le furie di Yeenoghu sul Piano Materiale.&nbsp;Alcune delle iene che hanno mangiato le uccisioni di Yeenoghu hanno subito diverse trasformazioni piuttosto che trasformarsi in Gnoll.&nbsp;Tra questi bizzarri risultati, i Leucrotta erano i più numerosi.</p><p>Tanto intelligente quanto crudele, un Leucrotta ama ingannare, torturare e uccidere.&nbsp;Poiché i Leucrotta sono più intelligenti e robusti della maggior parte degli Gnoll, si potrebbe occupare una posizione elevata all'interno di una tribù di Gnoll.&nbsp;Sebbene sia improbabile che un Leucrotta guidi un gruppo di Gnoll, può influenzare il leader e potrebbe anche accettare di portare un leader in battaglia e offrire consigli durante il combattimento.</p><p>Gli Gnoll vedono i Leucrotta come una forma di intrattenimento, in parte perché un Leucrotta può imitare gli strilli di una vittima sofferente - un suono che dà sempre piacere agli Gnoll - anche quando non ci sono vittime.&nbsp;Inoltre, uno Gnoll è assetato di sangue e sadico, ma per sua natura non è in grado di prolungare il divertimento dell'uccisione.&nbsp;La maggior parte dei Leucrotta sono consapevolmente crudeli, al punto da essere meticolosi riguardo alla loro ferocia per tirare fuori un'uccisione in uno sport migliore e più lungo.&nbsp;Gli Gnoll si divertono a guardare un Leucrotta lavorare quasi quanto a loro piace uccidere.</p><p>Il fetore di una Leucrotta normalmente metterebbe in guardia la preda molto prima che la creatura possa attaccare.&nbsp;Ha due capacità naturali, tuttavia, che gli danno un vantaggio.&nbsp;In primo luogo, le tracce di un Leucrotta sono quasi impossibili da distinguere da quelle di un cervo comune.&nbsp;In secondo luogo, può duplicare il richiamo o le espressioni vocali di quasi tutte le creature che ha sentito.&nbsp;Il mostro usa la sua imitazione per attirare potenziali vittime; quindi, attacca quando sono confuse o inconsapevoli della reale minaccia.</p><p><strong><em>Follia incarnata.&nbsp;&nbsp;</em></strong>La Leucrotta è così ripugnante che solo gli Gnoll e altri della sua specie possono starne intorno a lungo.&nbsp;Il suo corpo orribile e miscuglio trasuda un fetore disgustoso che inquina ovunque la creatura si cori.&nbsp;Questo fetore è superato solo dal respiro della creatura, che esce da una bocca che gocciola fluido corrotto da marciume e succhi digestivi.&nbsp;Al posto delle zanne, una Leucrotta ha creste ossee dure come l'acciaio che possono frantumare le ossa e lacerare la carne.&nbsp;Queste piastre sono così resistenti che un Leucrotta può usarle per staccare l'armatura a piastre dal corpo di un cavaliere ucciso.</p>"
